customer_id,customer_key,first_name,last_name,marital_status,gender,create_date,birthdate,country
28208.0,AW00028208,Karen,Sun,Single,Female,2026-01-25,1976-01-19,Australia
28209.0,AW00028209,Krista,Carlson,Married,Female,2026-01-25,1974-05-08,Australia
28210.0,AW00028210,Meghan,Alan,Married,Female,2026-01-25,1973-11-30,Australia
28211.0,AW00028211,Randall,Suarez,Married,Male,2026-01-25,1974-04-23,Australia
28212.0,AW00028212,Melody,Hernandez,Married,Female,2026-01-25,1979-04-02,Australia
28213.0,AW00028213,Jared,Morgan,Married,Male,2026-01-25,1979-03-09,Australia
28214.0,AW00028214,Hailey,King,Married,Female,2026-01-25,1979-03-09,Australia
28215.0,AW00028215,Priscilla,Shen,Single,Female,2026-01-25,1973-05-10,Australia
28216.0,AW00028216,Adrienne,Ramos,Married,Female,2026-01-25,1972-07-23,Australia
28218.0,AW00028218,Denise,Arun,Married,Female,2026-01-25,1972-12-31,Australia
28261.0,AW00028261,Stephanie,Griffin,Married,Female,2026-01-25,1967-01-19,Canada
28219.0,AW00028219,Chad,Goel,Single,Male,2026-01-25,1972-10-16,Australia
28220.0,AW00028220,Kelsey,Xu,Single,Female,2026-01-25,1972-03-19,Australia
28221.0,AW00028221,Isabella,Rodriguez,Married,Female,2026-01-25,1963-05-13,United States
28222.0,AW00028222,Eduardo,Lewis,Single,Male,2026-01-25,1962-07-05,United States
28223.0,AW00028223,Jessica,Davis,Single,Female,2026-01-25,1968-07-03,United States
28224.0,AW00028224,Spencer,Henderson,Single,Male,2026-01-25,1962-08-03,United States
28225.0,AW00028225,Robert,Ross,Married,Male,2026-01-25,1979-09-06,United States
28226.0,AW00028226,Sebastian,Ramirez,Married,Male,2026-01-25,1961-11-20,United States
28227.0,AW00028227,Caleb,Wang,Single,Male,2026-01-25,1962-03-14,United States
28228.0,AW00028228,Gloria,Reed,Single,Female,2026-01-25,1978-01-30,United States
28229.0,AW00028229,Samantha,Wilson,Single,Female,2026-01-25,1967-09-14,United States
28230.0,AW00028230,Stephanie,Morgan,Single,Female,2026-01-25,1967-09-24,United States
28260.0,AW00028260,Hunter,Roberts,Single,Male,2026-01-25,1967-02-19,Canada
28264.0,AW00028264,Nicole,Diaz,Single,Female,2026-01-25,1967-03-27,United States
28262.0,AW00028262,Destiny,Diaz,Married,Female,2026-01-25,1972-07-03,United States
28291.0,AW00028291,David,Miller,Single,Male,2026-01-25,1959-10-19,United States
28293.0,AW00028293,Shelby,Cox,Single,Female,2026-01-25,1965-02-11,United States
28294.0,AW00028294,Alexis,Jenkins,Single,Female,2026-01-25,1960-02-01,United States
28295.0,AW00028295,Wyatt,Collins,Married,Male,2026-01-25,1959-08-21,United States
28296.0,AW00028296,Thomas,Butler,Single,Male,2026-01-25,1964-09-12,United States
28297.0,AW00028297,Gabrielle,Edwards,Single,Female,2026-01-25,1964-03-19,United States
28298.0,AW00028298,Maria,Edwards,Married,Female,2026-01-25,1959-02-19,United States
28299.0,AW00028299,Jonathan,Shan,Single,Male,2026-01-25,1973-06-20,United States
28300.0,AW00028300,Abigail,Bennett,Single,Female,2026-01-25,1960-11-19,United States
28301.0,AW00028301,Jasmine,Long,Single,Female,2026-01-25,1955-02-24,United States
28302.0,AW00028302,Caroline,Hughes,Married,Female,2026-01-25,1954-08-20,Canada
28303.0,AW00028303,Justin,Lewis,Single,Male,2026-01-25,1975-11-24,Australia
28304.0,AW00028304,Colleen,Zeng,Married,Female,2026-01-25,1969-08-15,Australia
28305.0,AW00028305,Patricia,Lopez,Single,Female,2026-01-25,1970-02-04,Australia
28306.0,AW00028306,Elizabeth,Powell,Married,Female,2026-01-25,1974-05-28,Australia
28307.0,AW00028307,Morgan,Gray,Married,Female,2026-01-25,1968-08-22,Australia
28308.0,AW00028308,Hector,Serrano,Single,Male,2026-01-25,1974-10-03,Australia
28309.0,AW00028309,Julie,Lal,Married,Female,2026-01-25,1983-10-01,Australia
28310.0,AW00028310,Ross,Sanchez,Married,Male,2026-01-25,1978-05-20,Australia
28311.0,AW00028311,Terry,Raje,Single,Male,2026-01-25,1972-08-07,Australia
28312.0,AW00028312,Joy,Jimenez,Single,Female,2026-01-25,1968-06-23,Australia
28313.0,AW00028313,Brett,Perez,Single,Male,2026-01-25,1967-09-12,Australia
28314.0,AW00028314,Dwayne,Romero,Single,Male,2026-01-25,1973-10-23,Australia
28315.0,AW00028315,Stacy,Alonso,Single,Female,2026-01-25,1968-04-03,Australia
28316.0,AW00028316,Jaime,Martin,Married,Female,2026-01-25,1967-12-09,Australia
28317.0,AW00028317,Ivan,Weber,Married,Male,2026-01-25,1972-10-29,Australia
28292.0,AW00028292,Alexandra,Smith,Single,Female,2026-01-25,1971-05-03,Canada
28290.0,AW00028290,Ian,Brooks,Single,Male,2026-01-25,1959-10-13,Canada
28263.0,AW00028263,Jonathan,Lee,Married,Male,2026-01-25,1966-11-04,United States
28289.0,AW00028289,Jack,Gonzales,Single,Male,2026-01-25,1966-03-20,United States
28203.0,AW00028203,Victor,Gomez,Married,Male,2026-01-25,1974-12-26,Australia
28265.0,AW00028265,Shirleen,Travers,Single,Male,2026-01-25,1967-02-22,United States
28266.0,AW00028266,Wyatt,Flores,Single,Male,2026-01-25,1966-09-20,United States
28267.0,AW00028267,Jordan,Young,Married,Female,2026-01-25,1966-09-09,United States
28268.0,AW00028268,Jordan,Campbell,Single,Female,2026-01-25,1972-07-09,United States
28269.0,AW00028269,Alexandra,Green,Single,Female,2026-01-25,1966-08-23,United States
28270.0,AW00028270,Samuel,Long,Single,Male,2026-01-25,1966-03-22,United States
28271.0,AW00028271,Sean,Gonzalez,Single,Male,2026-01-25,1960-12-01,United States
28272.0,AW00028272,Hunter,Jai,Married,Male,2026-01-25,1961-04-14,Canada
28273.0,AW00028273,Madeline,Mitchell,Married,Female,2026-01-25,1961-02-10,United States
28274.0,AW00028274,William,Rodriguez,Single,Male,2026-01-25,1965-11-30,United States
28275.0,AW00028275,Ian,Howard,Single,Male,2026-01-25,1959-12-15,United States
28276.0,AW00028276,Christy,Deng,Married,Female,2026-01-25,1941-05-24,United States
28277.0,AW00028277,Katrina,Deng,Single,Female,2026-01-25,1940-08-01,United States
28278.0,AW00028278,Jaime,Becker,Married,Male,2026-01-25,1941-01-17,United States
28279.0,AW00028279,Spencer,Simmons,Married,Male,2026-01-25,1941-05-22,United States
28280.0,AW00028280,Tristan,Powell,Single,Male,2026-01-25,1940-08-21,United States
28281.0,AW00028281,Juan,Cox,Married,Male,2026-01-25,1941-06-24,United States
28282.0,AW00028282,Cindy,Foster,Single,Female,2026-01-25,1942-01-18,United States
28283.0,AW00028283,Rachel,Long,Single,Female,2026-01-25,1971-01-07,Canada
28284.0,AW00028284,Bailey,Kelly,Single,Female,2026-01-25,1965-09-02,Canada
28285.0,AW00028285,Savannah,King,Married,Female,2026-01-25,1965-08-26,United States
28286.0,AW00028286,Destiny,Alexander,Married,Female,2026-01-25,1965-08-24,United States
28287.0,AW00028287,Lauren,Bennett,Married,Female,2026-01-25,1971-05-13,United States
28288.0,AW00028288,Marco,Srini,Single,Male,2026-01-25,1971-08-29,United States
28204.0,AW00028204,Peter,Xu,Married,Male,2026-01-25,1980-09-28,Australia
28200.0,AW00028200,Morgan,Henderson,Married,Female,2026-01-25,1963-09-07,United States
28202.0,AW00028202,Maria,King,Single,Female,2026-01-25,1974-09-12,Australia
28129.0,AW00028129,Justin,Griffin,Single,Male,2026-01-25,1979-09-03,Canada
28117.0,AW00028117,Craig,Vazquez,Single,Male,2026-01-25,1971-02-08,Australia
28118.0,AW00028118,Briana,Jiménez,Married,Female,2026-01-25,1961-01-07,Australia
28119.0,AW00028119,Curtis,Ma,Single,Male,2026-01-25,1966-04-06,Australia
28120.0,AW00028120,Pedro,Alvarez,Single,Male,2026-01-25,1966-07-16,Australia
28121.0,AW00028121,Julia,Robinson,Married,Female,2026-01-25,1980-08-14,Canada
28122.0,AW00028122,Gabriel,King,Married,Male,2026-01-25,1980-12-05,United States
28123.0,AW00028123,Daisy,Ortega,Single,Female,2026-01-25,1980-08-11,United States
28124.0,AW00028124,Mackenzie,Kelly,Married,Female,2026-01-25,1980-12-29,United States
28125.0,AW00028125,Dalton,Jackson,Married,Male,2026-01-25,1981-03-21,United States
28126.0,AW00028126,Anna,Johnson,Married,Female,2026-01-25,1980-07-11,United States
28127.0,AW00028127,Fernando,Price,Married,Male,2026-01-25,1980-12-15,United States
28128.0,AW00028128,Jeremiah,Lee,Married,Male,2026-01-25,1979-10-18,United States
28130.0,AW00028130,Joshua,Taylor,Single,Male,2026-01-25,1978-08-02,Canada
28201.0,AW00028201,Tyler,Martinez,Married,Male,2026-01-25,1975-03-25,Australia
28131.0,AW00028131,Todd,Zhu,Single,Male,2026-01-25,1978-10-07,United States
28132.0,AW00028132,Clinton,Romero,Single,Male,2026-01-25,1978-03-12,Australia
28133.0,AW00028133,Willie,Huang,Single,Male,2026-01-25,1962-05-31,Australia
28134.0,AW00028134,Terrance,Rana,Married,Male,2026-01-25,1962-05-23,Australia
28135.0,AW00028135,Carla,Madan,Single,Female,2026-01-25,1962-11-06,Australia
28136.0,AW00028136,Kelli,Raje,Married,Female,2026-01-25,1962-09-23,Australia
28137.0,AW00028137,Kristi,Lopez,Single,Female,2026-01-25,1975-03-23,Australia
28138.0,AW00028138,Marvin,Ramos,Single,Male,2026-01-25,1964-05-12,Australia
28139.0,AW00028139,Carrie,Gutierrez,Married,Female,2026-01-25,1964-01-13,Australia
28140.0,AW00028140,Gilbert,Kumar,Single,Male,2026-01-25,1969-12-31,Australia
28141.0,AW00028141,Joseph,Robinson,Married,Male,2026-01-25,1979-09-13,Canada
28142.0,AW00028142,Willie,Lin,Single,Male,2026-01-25,1985-08-10,United States
28116.0,AW00028116,Sabrina,Dominguez,Single,Female,2026-01-25,1969-08-01,Australia
28115.0,AW00028115,Deanna,Jiménez,Married,Female,2026-01-25,1958-09-04,Australia
28114.0,AW00028114,Jared,Cox,Single,Male,2026-01-25,1958-12-11,Australia
28113.0,AW00028113,Amanda,Powell,Single,Female,2026-01-25,1957-10-11,Australia
28088.0,AW00028088,Marshall,Lal,Married,Male,2026-01-25,1984-10-25,United States
28089.0,AW00028089,Xavier,Campbell,Married,Male,2026-01-25,1985-03-12,United States
28090.0,AW00028090,Edward,Walker,Married,Male,2026-01-25,1984-10-02,United States
28091.0,AW00028091,Valerie,Liang,Single,Female,2026-01-25,1949-12-23,Australia
28092.0,AW00028092,Morgan,Hall,Single,Female,2026-01-25,1984-06-14,Canada
28093.0,AW00028093,Brad,Kumar,Married,Male,2026-01-25,1983-08-26,United States
28094.0,AW00028094,Melanie,Peterson,Married,Female,2026-01-25,1984-05-25,United States
28095.0,AW00028095,Natalie,Bryant,Married,Female,2026-01-25,1983-08-11,United States
28096.0,AW00028096,Alexandra,Stewart,Married,Female,2026-01-25,1984-05-18,United States
28097.0,AW00028097,Jennifer,Barnes,Single,Female,2026-01-25,1984-03-02,United States
28098.0,AW00028098,Roger,Zhu,Married,Male,2026-01-25,1952-07-24,Australia
28099.0,AW00028099,Jesse,Turner,Married,Male,2026-01-25,1984-04-04,United States
28100.0,AW00028100,Kimberly,Gray,Single,Female,2026-01-25,1984-02-22,United States
28101.0,AW00028101,Timothy,Bell,Single,Male,2026-01-25,1983-03-13,Canada
28102.0,AW00028102,Arturo,Deng,Married,Male,2026-01-25,1953-12-02,Australia
28103.0,AW00028103,Pedro,Martin,Single,Male,2026-01-25,1959-11-17,Australia
28104.0,AW00028104,Hannah,Williams,Married,Female,2026-01-25,1983-02-18,United States
28105.0,AW00028105,Hannah,Garcia,Married,Female,2026-01-25,1983-05-23,United States
28106.0,AW00028106,Chloe,Williams,Married,Female,2026-01-25,1982-11-24,United States
28107.0,AW00028107,Tara,Simpson,Single,Female,2026-01-25,1955-09-22,Australia
28108.0,AW00028108,Roger,Yang,Single,Male,2026-01-25,1955-11-17,Australia
28109.0,AW00028109,Leonard,Tang,Single,Male,2026-01-25,1955-09-03,Australia
28110.0,AW00028110,Cassandra,Sai,Married,Female,2026-01-25,1956-11-03,Australia
28111.0,AW00028111,Jon,Zhang,Married,Male,2026-01-25,1957-01-03,Australia
28112.0,AW00028112,Savannah,Evans,Married,Female,2026-01-25,1986-01-19,United States
28143.0,AW00028143,Samuel,Gonzalez,Single,Male,2026-01-25,1985-05-11,United States
28144.0,AW00028144,Noah,Phillips,Single,Male,2026-01-25,1980-02-20,United States
28145.0,AW00028145,Brandon,Jones,Single,Male,2026-01-25,1980-05-10,United States
28174.0,AW00028174,Marco,Subram,Married,Male,2026-01-25,1971-04-21,United States
28176.0,AW00028176,Natalie,Roberts,Single,Female,2026-01-25,1972-12-31,Canada
28177.0,AW00028177,Cameron,Henderson,Single,Male,2026-01-25,1973-02-14,Canada
28178.0,AW00028178,Katherine,James,Single,Female,2026-01-25,1978-04-23,Canada
28179.0,AW00028179,Billy,Alvarez,Single,Male,2026-01-25,1973-04-26,United States
28180.0,AW00028180,Jerry,Chander,Single,Male,2026-01-25,1973-01-31,United States
28181.0,AW00028181,Katherine,Rodriguez,Married,Female,2026-01-25,1976-08-30,United States
28182.0,AW00028182,Fernando,Turner,Married,Male,2026-01-25,1966-03-05,United States
28183.0,AW00028183,Nicole,Howard,Married,Female,2026-01-25,1966-01-01,United States
28184.0,AW00028184,Madison,Russell,Married,Female,2026-01-25,1976-12-04,United States
28185.0,AW00028185,Eric,Alexander,Married,Male,2026-01-25,1976-10-13,United States
28186.0,AW00028186,Jenny,Wagner,Married,Female,2026-01-25,1965-08-05,United States
28187.0,AW00028187,Aaron,Chen,Married,Male,2026-01-25,1970-11-09,United States
28188.0,AW00028188,Kayla,Price,Single,Female,2026-01-25,1964-10-13,United States
28189.0,AW00028189,James,Griffin,Single,Male,2026-01-25,1970-10-22,Canada
28190.0,AW00028190,Kimberly,Cook,Single,Female,2026-01-25,1970-05-17,United States
28191.0,AW00028191,Mya,Long,Single,Female,2026-01-25,1964-12-16,United States
28192.0,AW00028192,Abigail,Sanchez,Married,Female,2026-01-25,1970-09-18,United States
28193.0,AW00028193,Taylor,Davis,Single,Female,2026-01-25,1964-10-16,United States
28194.0,AW00028194,Lydia,Garcia,Single,Female,2026-01-25,1964-08-14,United States
28195.0,AW00028195,Kellie,Martin,Single,Female,2026-01-25,1964-12-30,Canada
28196.0,AW00028196,Timothy,Cox,Married,Male,2026-01-25,1963-11-15,United States
28197.0,AW00028197,Kayla,Rodriguez,Single,Female,2026-01-25,1969-10-02,Canada
28198.0,AW00028198,Jared,Moyer,Married,Male,2026-01-25,1963-08-10,Canada
28199.0,AW00028199,Alyssa,Jones,Single,Female,2026-01-25,1963-11-07,United States
28319.0,AW00028319,Ashlee,She,Single,Female,2026-01-25,1976-11-08,Australia
28175.0,AW00028175,Clifford,Subram,Married,Male,2026-01-25,1965-12-29,United States
28173.0,AW00028173,Timothy,Young,Single,Male,2026-01-25,1965-07-31,Canada
28146.0,AW00028146,Gavin,Washington,Single,Male,2026-01-25,1972-06-10,United States
28172.0,AW00028172,Charles,Moore,Married,Male,2026-01-25,1972-11-23,United States
28147.0,AW00028147,Omar,Black,Single,Male,2026-01-25,1970-01-15,United States
28148.0,AW00028148,Jon,Zhao,Single,Male,2026-01-25,1975-02-15,United States
28149.0,AW00028149,William,Miller,Married,Male,2026-01-25,1975-08-08,United States
28150.0,AW00028150,Connor,Chen,Single,Male,2026-01-25,1970-05-06,United States
28151.0,AW00028151,Katherine,Walker,Single,Female,2026-01-25,1974-04-08,United States
28152.0,AW00028152,Ian,Rivera,Married,Male,2026-01-25,1974-02-25,United States
28153.0,AW00028153,Mackenzie,Torres,Single,Female,2026-01-25,1968-09-20,Canada
28154.0,AW00028154,Katherine,Patterson,Single,Female,2026-01-25,1973-10-09,United States
28155.0,AW00028155,Taylor,Watson,Single,Female,2026-01-25,1974-02-21,United States
28156.0,AW00028156,Gabrielle,Hall,Single,Female,2026-01-25,1973-12-09,United States
28157.0,AW00028157,Elijah,Edwards,Married,Male,2026-01-25,1974-04-22,Canada
28158.0,AW00028158,Clarence,Luo,Single,Male,2026-01-25,1967-09-03,United States
28159.0,AW00028159,Tamara,Yang,Married,Female,2026-01-25,1967-08-27,United States
28160.0,AW00028160,Melanie,Reed,Single,Female,2026-01-25,1968-03-09,Canada
28161.0,AW00028161,Jessica,Perry,Single,Female,2026-01-25,1984-03-06,Canada
28162.0,AW00028162,Bruce,Ward,Married,Male,2026-01-25,1967-12-09,United States
28163.0,AW00028163,Rachel,Washington,Married,Female,2026-01-25,1973-03-07,United States
28164.0,AW00028164,Gabrielle,Coleman,Married,Female,2026-01-25,1968-04-19,United States
28165.0,AW00028165,Alexa,Rivera,Married,Female,2026-01-25,1967-03-09,Canada
28166.0,AW00028166,Cassidy,Coleman,Married,Female,2026-01-25,1967-01-01,United States
28167.0,AW00028167,Samuel,Hughes,Single,Male,2026-01-25,1966-08-19,United States
28168.0,AW00028168,Jacqueline,Ward,Married,Female,2026-01-25,1967-04-09,United States
28169.0,AW00028169,Lucas,Blue,Married,Male,2026-01-25,1972-03-14,Canada
28170.0,AW00028170,Isabella,Johnson,Married,Female,2026-01-25,1972-01-18,United States
28171.0,AW00028171,Aidan,Henderson,Married,Male,2026-01-25,1972-10-12,United States
28318.0,AW00028318,Grace,Lee,Married,Female,2026-01-25,1978-01-02,Australia
28322.0,AW00028322,Willie,Chen,Single,Male,2026-01-25,1980-07-18,Australia
28320.0,AW00028320,Janet,Navarro,Single,Female,2026-01-25,1966-05-19,Australia
28479.0,AW00028479,Marvin,Gomez,Single,Male,2026-01-25,1985-12-05,Australia
28467.0,AW00028467,Tasha,Tang,Married,Female,2026-01-25,1971-08-08,Germany
28468.0,AW00028468,Melody,Harrison,Married,Female,2026-01-25,1960-08-28,United Kingdom
28469.0,AW00028469,Morgan,Green,Married,Female,2026-01-25,1960-10-01,United Kingdom
28470.0,AW00028470,Tamara,Tang,Married,Female,2026-01-25,1959-08-19,France
28471.0,AW00028471,Phillip,Sullivan,Single,Male,2026-01-25,1960-02-21,France
28472.0,AW00028472,Kellie,Ramos,Married,Female,2026-01-25,1944-01-11,Germany
28473.0,AW00028473,Bruce,Rodriguez,Single,Male,2026-01-25,1945-04-22,United Kingdom
28474.0,AW00028474,Terrence,Nara,Single,Male,2026-01-25,1946-01-19,United Kingdom
28475.0,AW00028475,Bruce,Ramos,Single,Male,2026-01-25,1946-12-09,France
28476.0,AW00028476,Bradley,Xie,Single,Male,2026-01-25,1952-10-08,France
28477.0,AW00028477,Kenneth,Tang,Married,Male,2026-01-25,1947-03-03,United Kingdom
28478.0,AW00028478,Riley,Long,Single,Female,2026-01-25,1949-04-14,France
28480.0,AW00028480,Arthur,Vazquez,Single,Male,2026-01-25,1986-02-25,Australia
28321.0,AW00028321,Arturo,Wu,Married,Male,2026-01-25,1965-11-07,Australia
28481.0,AW00028481,Kristine,Moreno,Married,Female,2026-01-25,1984-07-14,Australia
28482.0,AW00028482,Jaime,She,Single,Male,2026-01-25,1983-08-06,Australia
28483.0,AW00028483,Tara,Raje,Single,Female,2026-01-25,1981-10-22,Australia
28484.0,AW00028484,Harold,Raman,Married,Male,2026-01-25,1985-03-12,Australia
28485.0,AW00028485,Bianca,Wu,Single,Female,2026-01-25,1983-08-02,Australia
28486.0,AW00028486,Rebekah,Chandra,Married,Female,2026-01-25,1984-04-06,Australia
28487.0,AW00028487,Gerald,Gill,Single,Male,2026-01-25,1984-04-01,Australia
28488.0,AW00028488,Reginald,Travers,Single,Male,2026-01-25,1983-05-06,Australia
28489.0,AW00028489,Jeffery,Zhu,Single,Male,2026-01-25,1949-02-23,Germany
28490.0,AW00028490,Krista,Ramos,Single,Female,2026-01-25,1949-03-20,Germany
28491.0,AW00028491,Cassie,Jai,Single,Female,2026-01-25,1966-10-20,France
28492.0,AW00028492,Bethany,Tang,Married,Female,2026-01-25,1966-11-04,France
28466.0,AW00028466,Marco,Chandra,Single,Male,2026-01-25,1962-03-21,France
28465.0,AW00028465,Wendy,Serrano,Married,Female,2026-01-25,1967-09-14,Germany
28464.0,AW00028464,Eddie,Hernandez,Married,Male,2026-01-25,1961-11-08,France
28463.0,AW00028463,Emmanuel,Arun,Single,Male,2026-01-25,1962-12-11,United Kingdom
28438.0,AW00028438,Heidi,Sanchez,Single,Female,2026-01-25,1981-12-30,United Kingdom
28439.0,AW00028439,Olivia,Gray,Single,Female,2026-01-25,1981-05-11,United Kingdom
28440.0,AW00028440,Allison,Ramirez,Single,Female,2026-01-25,1980-12-02,France
28441.0,AW00028441,Peter,Nath,Single,Male,2026-01-25,1980-04-14,France
28442.0,AW00028442,Phillip,Prasad,Single,Male,2026-01-25,1979-11-08,France
28443.0,AW00028443,Alfredo,Dominguez,Single,Male,2026-01-25,1981-06-16,France
28444.0,AW00028444,Pedro,Sai,Single,Male,2026-01-25,1981-05-18,France
28445.0,AW00028445,Shaun,She,Single,Male,2026-01-25,1981-06-17,Germany
28446.0,AW00028446,Mayra,Subram,Married,Female,2026-01-25,1980-12-01,United Kingdom
28447.0,AW00028447,Dalton,Walker,Single,Male,2026-01-25,1978-11-03,France
28448.0,AW00028448,Katherine,Campbell,Married,Female,2026-01-25,1978-11-08,United Kingdom
28449.0,AW00028449,Jarred,Gill,Married,Male,2026-01-25,1975-07-10,France
28450.0,AW00028450,Nelson,Martin,Single,Male,2026-01-25,1967-08-14,Germany
28451.0,AW00028451,Nichole,Chander,Married,Female,2026-01-25,1968-02-01,United Kingdom
28452.0,AW00028452,Alexandra,Young,Single,Female,2026-01-25,1967-05-03,France
28453.0,AW00028453,Valerie,Lin,Married,Female,2026-01-25,1966-07-09,Germany
28454.0,AW00028454,Shawna,Simpson,Married,Female,2026-01-25,1972-05-05,Germany
28455.0,AW00028455,Raymond,Sara,Married,Male,2026-01-25,1972-06-02,Germany
28456.0,AW00028456,Todd,Xu,Married,Male,2026-01-25,1972-06-17,France
28457.0,AW00028457,Bruce,Gonzalez,Single,Male,2026-01-25,1941-03-30,France
28458.0,AW00028458,Casey,She,Single,Female,2026-01-25,1967-12-07,France
28459.0,AW00028459,Dana,Muñoz,Married,Female,2026-01-25,1963-11-11,United Kingdom
28460.0,AW00028460,Nathan,Powell,Married,Male,2026-01-25,1963-12-02,France
28461.0,AW00028461,Joe,Dominguez,Married,Male,2026-01-25,1968-09-13,Germany
28462.0,AW00028462,Kendra,Serrano,Married,Female,2026-01-25,1962-09-19,France
28493.0,AW00028493,Morgan,Wilson,Married,Female,2026-01-25,1967-05-21,Germany
28494.0,AW00028494,Ross,Martinez,Single,Male,2026-01-25,1983-10-19,Germany
28495.0,AW00028495,Catherine,Morgan,Single,Female,2026-01-25,1966-05-19,France
28524.0,AW00028524,Paula,Gill,Married,Female,2026-01-25,1975-03-08,United Kingdom
28526.0,AW00028526,Luke,Yang,Single,Male,2026-01-25,1964-07-05,United Kingdom
28527.0,AW00028527,Dwayne,Rubio,Single,Male,2026-01-25,1973-12-19,United Kingdom
28528.0,AW00028528,Tasha,Chande,Married,Female,2026-01-25,1979-06-16,Germany
28529.0,AW00028529,Tara,Chande,Single,Female,2026-01-25,1973-12-06,France
28530.0,AW00028530,Gavin,Powell,Single,Male,2026-01-25,1974-03-15,United Kingdom
28531.0,AW00028531,Jared,Reed,Single,Male,2026-01-25,1974-05-06,Germany
28532.0,AW00028532,Tony,Xie,Married,Male,2026-01-25,1974-06-05,France
28533.0,AW00028533,Clayton,Sun,Single,Male,2026-01-25,1976-04-08,Australia
28534.0,AW00028534,Sabrina,Romero,Married,Female,2026-01-25,1970-12-03,Australia
28535.0,AW00028535,Leslie,Ferrier,Single,Female,2026-01-25,1979-01-06,Australia
28536.0,AW00028536,Martha,Guo,Married,Female,2026-01-25,1969-08-14,Australia
28537.0,AW00028537,Christian,Hayes,Single,Male,2026-01-25,1932-01-13,Australia
28538.0,AW00028538,Jerome,Sanz,Single,Male,2026-01-25,1978-11-16,Germany
28539.0,AW00028539,Barbara,Zhou,Single,Female,2026-01-25,1979-02-02,France
28540.0,AW00028540,Leah,Zhang,Married,Female,2026-01-25,1980-05-25,France
28541.0,AW00028541,Isabella,Perez,Single,Female,2026-01-25,1979-10-01,France
28542.0,AW00028542,Martha,Zhao,Single,Female,2026-01-25,1985-02-14,France
28543.0,AW00028543,Roger,Ye,Single,Male,2026-01-25,,Germany
